month,trust,region,total_attendances,type1_attendances,total_over_4hrs,type1_over_4hrs,breaches_4_to_12hr,breaches_12hr_plus
2026-01,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,NHS ENGLAND SOUTH EAST,4866,0,227,0,0,0
2026-01,PUTNOE WALK IN CENTRE,NHS ENGLAND EAST OF ENGLAND,2871,0,0,0,0,0
2026-01,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,1167,0,4,0,0,0
2026-01,ROSSENDALE MIU & OOH,NHS ENGLAND NORTH WEST,854,0,1,0,0,0
2026-01,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,16244,11180,4360,4292,336,11
2026-01,ROYAL CORNWALL HOSPITALS NHS TRUST,NHS ENGLAND SOUTH WEST,17447,6796,4395,3732,613,773
2026-01,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,16495,12593,5848,5840,1073,430
2026-01,ROYAL FREE LONDON NHS FOUNDATION TRUST,NHS ENGLAND LONDON,43338,27220,10626,9515,739,2508
2026-01,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NHS ENGLAND LONDON,0,0,0,0,0,0
2026-01,ROYAL SURREY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,8646,6755,2764,2764,543,136
2026-01,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,8979,8979,4112,4112,1058,328
2026-01,SALISBURY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,7058,4691,2163,2163,434,171
2026-01,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,20515,11472,5912,5655,723,645
2026-01,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,4619,4169,305,305,3,0
2026-01,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,17305,9248,5882,5409,1527,16
2026-01,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,16632,11441,5104,4631,837,689
2026-01,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,NHS ENGLAND MIDLANDS,2888,0,5,0,0,0
2026-01,SIRONA CARE & HEALTH,NHS ENGLAND SOUTH WEST,7859,0,116,0,0,0
2026-01,SKELMERSDALE WALK IN CENTRE,NHS ENGLAND NORTH WEST,1552,0,4,0,0,0
2026-01,SLEAFORD MEDICAL GROUP,NHS ENGLAND MIDLANDS,561,0,0,0,0,0
2026-01,SOMERSET NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,21001,11844,6888,6579,839,330
2026-01,SOUTH BIRMINGHAM GP WALK IN CENTRE,NHS ENGLAND MIDLANDS,3507,0,0,0,0,0
2026-01,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,16430,7582,4539,4082,587,58
2026-01,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,17745,11310,6202,5981,1220,0
2026-01,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,8629,8243,2728,2728,558,235
2026-01,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,0,0,0,0
2026-01,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,1859,0,27,0,0,0
2026-01,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND LONDON,13000,9068,3132,3013,432,697
2026-01,STOCKPORT NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,9047,8068,3547,3478,655,564
2026-01,SUMMERFIELD URGENT CARE CENTRE,NHS ENGLAND MIDLANDS,2840,0,0,0,0,0
2026-01,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NHS ENGLAND SOUTH EAST,10034,10034,4418,4418,515,783
2026-01,SUSSEX COMMUNITY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,11207,0,126,0,0,0
2026-01,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,11253,8359,4680,4561,232,904
2026-01,TETBURY HOSPITAL TRUST LTD,NHS ENGLAND SOUTH WEST,589,0,1,0,0,0
2026-01,THE CHRISTIE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,0,0,0,0
2026-01,THE DUDLEY GROUP NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,13681,9849,3812,3750,2570,117
2026-01,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND LONDON,12107,5428,2736,2710,622,34
2026-01,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,20646,11948,5304,5103,669,26
2026-01,THE PINN UNREGISTERED WIC,NHS ENGLAND LONDON,897,0,0,0,0,0
2026-01,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NHS ENGLAND EAST OF ENGLAND,11421,8998,2254,2254,511,322
2026-01,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NHS ENGLAND EAST OF ENGLAND,8318,6576,2997,2997,585,229
2026-01,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,0,0,0,0,0,0
2026-01,THE ROTHERHAM NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,9772,9772,3420,3420,1099,112
2026-01,THE ROYAL WOLVERHAMPTON NHS TRUST,NHS ENGLAND MIDLANDS,18997,11174,4518,4222,838,718
2026-01,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NHS ENGLAND MIDLANDS,13020,10549,6341,5992,470,1601
2026-01,THE WALTON CENTRE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,0,0,0,0
2026-01,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,9558,6524,3123,3120,202,106
2026-01,TROWBRIDGE MINOR INJURIES UNIT,NHS ENGLAND SOUTH WEST,1052,0,2,0,0,0
2026-01,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,21729,17164,8100,7743,655,1595
2026-01,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND LONDON,13308,13308,4256,4256,394,317
2026-01,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,12612,11380,4227,4182,438,11
2026-01,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,37179,33649,14547,14514,2517,2076
2026-01,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,18376,15960,6193,6011,1077,793
2026-01,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NHS ENGLAND MIDLANDS,20915,12635,5703,5477,46,8
2026-01,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,18302,14299,6765,6765,1172,698
2026-01,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,28934,20357,9964,9961,1085,1544
2026-01,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NHS ENGLAND MIDLANDS,24624,22688,9403,9253,1467,1017
2026-01,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,11095,8705,3778,3725,710,763
2026-01,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NHS ENGLAND MIDLANDS,22519,14374,8304,8158,1062,1264
2026-01,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,NHS ENGLAND SOUTH WEST,16801,8852,5842,5644,559,807
2026-01,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,30437,27280,11747,11503,952,1196
2026-01,WALSALL HEALTHCARE NHS TRUST,NHS ENGLAND MIDLANDS,13276,9620,4027,3986,1063,729
2026-01,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,9342,6660,3477,3450,499,1063
2026-01,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND EAST OF ENGLAND,16414,8781,3149,3035,913,14
2026-01,WEST SUFFOLK NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,8687,7780,2804,2804,473,622
2026-01,WHITSTABLE MEDICAL PRACTICE,NHS ENGLAND SOUTH EAST,4990,0,0,0,0,0
2026-01,WHITTINGTON HEALTH NHS TRUST,NHS ENGLAND LONDON,9222,9222,2870,2870,179,376
2026-01,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,2775,0,281,0,0,0
2026-01,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,10651,7867,4640,4561,412,1051
2026-01,WOKING WALK IN CENTRE,NHS ENGLAND SOUTH EAST,2724,0,22,0,0,0
2026-01,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,18874,13731,7008,6952,865,1431
2026-01,WORKINGTON HEALTH LIMITED,NHS ENGLAND NORTH EAST AND YORKSHIRE,361,0,0,0,0,0
2026-01,"WRIGHTINGTON, WIGAN AND LEIGH TEACHING HOSPITALS NHS FOUNDATION TRUST",NHS ENGLAND NORTH WEST,12249,7503,4207,4108,540,567
2026-01,WYE VALLEY NHS TRUST,NHS ENGLAND MIDLANDS,7045,6012,2490,2490,505,275
2026-01,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,17527,10943,6569,6338,795,930
2026-02,AIREDALE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,5474,5277,2307,2307,419,262
2026-02,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,5576,5576,1114,1114,0,0
2026-02,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,9435,6942,3643,3607,446,452
2026-02,ASHFORD WALK-IN-CENTRE,NHS ENGLAND SOUTH EAST,2156,0,29,0,0,0
2026-02,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),NHS ENGLAND MIDLANDS,2988,0,0,0,0,0
2026-02,BADGER LTD,NHS ENGLAND MIDLANDS,0,0,0,0,0,0
2026-02,BARKING HOSPITAL UTC,NHS ENGLAND LONDON,2696,0,18,0,0,0
2026-02,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NHS ENGLAND LONDON,28016,12627,5811,5281,564,628
2026-02,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,8494,8494,2102,2102,372,1
2026-02,BARTS HEALTH NHS TRUST,NHS ENGLAND LONDON,40623,24013,10913,10119,913,1271
2026-02,BECKENHAM BEACON UCC,NHS ENGLAND LONDON,3098,0,6,0,0,0
2026-02,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,23449,15343,5384,5384,80,65
2026-02,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,1176,0,10,0,0,0
2026-02,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,4440,4440,1021,1021,34,1
2026-02,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,17169,7953,4040,3837,357,624
2026-02,BOLTON NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,10641,7382,3850,3575,363,483
2026-02,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,12446,8619,1977,1977,572,75
2026-02,BRANSHOLME HEALTH CENTRE,NHS ENGLAND NORTH EAST AND YORKSHIRE,3846,0,525,0,0,0
2026-02,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,2849,0,39,0,0,0
2026-02,BRIDLINGTON HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE,1526,0,62,0,0,0
2026-02,BRIGHTON STATION HEALTH CENTRE,NHS ENGLAND SOUTH EAST,1736,0,0,0,0,0
2026-02,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NHS ENGLAND SOUTH EAST,12116,8435,3197,3165,158,321
2026-02,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,14380,14380,2581,2581,1253,154
2026-02,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,15077,10319,4760,4672,480,558
2026-02,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,10763,0,153,0,0,0
2026-02,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND LONDON,24026,18241,5304,5070,913,43
2026-02,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,12326,6796,3832,3794,558,523
2026-02,CHIPPENHAM COMMUNITY HOSPITAL,NHS ENGLAND SOUTH WEST,1393,0,29,0,0,0
2026-02,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,0,0,0,0,0,0
2026-02,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,7155,4892,2876,2525,229,747
2026-02,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,14789,11451,4871,4871,1808,18
2026-02,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,NHS ENGLAND MIDLANDS,0,0,0,0,0,0
2026-02,CROYDON HEALTH SERVICES NHS TRUST,NHS ENGLAND LONDON,16698,12080,4902,4902,214,685
2026-02,DARTFORD AND GRAVESHAM NHS TRUST,NHS ENGLAND SOUTH EAST,14395,10902,2916,2879,612,344
2026-02,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,6582,0,261,0,0,0
2026-02,DHU HEALTH CARE C.I.C,NHS ENGLAND MIDLANDS,1788,0,0,0,0,0
2026-02,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,16077,12523,4727,4722,1169,202
2026-02,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,3844,3844,1646,1646,183,91
2026-02,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,0,0,0,0,0,0
2026-02,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,NHS ENGLAND EAST OF ENGLAND,16127,8724,5042,4954,501,209
2026-02,EAST CHESHIRE NHS TRUST,NHS ENGLAND NORTH WEST,3856,3856,2105,2105,218,470
2026-02,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,23344,12507,5860,5609,476,995
2026-02,EAST LANCASHIRE HOSPITALS NHS TRUST,NHS ENGLAND NORTH WEST,22234,12044,4888,4885,301,1059
2026-02,EAST RIDING COMMUNITY HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE,3038,0,212,0,0,0
2026-02,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,22071,10184,5341,4342,768,559
2026-02,EAST SUSSEX HEALTHCARE NHS TRUST,NHS ENGLAND SOUTH EAST,10657,8832,3850,3795,190,113
2026-02,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NHS ENGLAND LONDON,12128,10245,3146,3045,530,732
2026-02,ERDINGTON GP HEALTH & WELLBEING WIC,NHS ENGLAND MIDLANDS,0,0,0,0,0,0
2026-02,FAVERSHAM MEDICAL PRACTICE MIU,NHS ENGLAND SOUTH EAST,2780,0,0,0,0,0
2026-02,FIRST COMMUNITY HEALTH AND CARE CIC,NHS ENGLAND SOUTH EAST,2041,0,4,0,0,0
2026-02,FRIMLEY HEALTH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,31823,20751,8897,8634,1233,713
2026-02,GATESHEAD HEALTH NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,9383,5310,2336,2298,667,1
2026-02,GEORGE ELIOT HOSPITAL NHS TRUST,NHS ENGLAND MIDLANDS,7971,6469,1581,1578,378,269
2026-02,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,7085,0,103,0,0,0
2026-02,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,11930,11930,4489,4489,219,510
2026-02,GOOLE & DISTRICT HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE,1790,0,5,0,0,0
2026-02,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,10563,5608,3258,2936,364,444
2026-02,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NHS ENGLAND LONDON,15670,9456,3792,3677,167,67
2026-02,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,2535,0,23,0,0,0
2026-02,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,13403,9416,4955,4819,197,18
2026-02,HAROLD WOOD POLYCLINIC UTC,NHS ENGLAND LONDON,2599,0,11,0,0,0
2026-02,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,5861,4569,1376,1375,254,12
2026-02,HASTINGS GP LED HEALTH CENTRE,NHS ENGLAND SOUTH EAST,767,0,0,0,0,0
2026-02,HERNE BAY HEALTH CARE LTD,NHS ENGLAND SOUTH EAST,2444,0,0,0,0,0
2026-02,HERTFORDSHIRE COMMUNITY NHS TRUST,NHS ENGLAND EAST OF ENGLAND,1021,0,10,0,0,0
2026-02,HERTS URGENT CARE (ASCOTS LANE),NHS ENGLAND EAST OF ENGLAND,1792,0,110,0,0,0
2026-02,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND LONDON,10173,10173,1682,1682,174,19
2026-02,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,12783,8887,5080,4770,979,410
2026-02,HUMBER TEACHING NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,920,0,1,0,0,0
2026-02,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,20863,11379,4918,4645,494,0
2026-02,ISLE OF WIGHT NHS TRUST,NHS ENGLAND SOUTH EAST,5099,3551,1313,1235,211,159
2026-02,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,8209,6735,2319,2319,497,358
2026-02,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,5722,0,12,0,0,0
2026-02,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,18142,9960,3827,3820,569,504
2026-02,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND LONDON,22445,14307,7202,6570,1448,833
2026-02,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,NHS ENGLAND LONDON,13577,6356,3676,3413,227,467
2026-02,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,13918,11011,4539,4312,919,393
2026-02,LATHAM HOUSE MEDICAL PRACTICE,NHS ENGLAND MIDLANDS,295,0,0,0,0,0
2026-02,LEEDS TEACHING HOSPITALS NHS TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,27323,16690,6994,6740,1002,884
2026-02,LEWISHAM AND GREENWICH NHS TRUST,NHS ENGLAND LONDON,29770,14807,7859,7625,1020,703
2026-02,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,NHS ENGLAND MIDLANDS,7364,0,132,0,0,0
2026-02,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,0,0,0,0
2026-02,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,23630,14733,7663,7314,711,1234
2026-02,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,1427,0,156,0,0,0
2026-02,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,NHS ENGLAND MIDLANDS,168,0,0,0,0,0
2026-02,LOCAL CARE DIRECT,NHS ENGLAND NORTH EAST AND YORKSHIRE,2209,0,9,0,0,0
2026-02,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,25851,12235,6437,6214,619,374
2026-02,LOUGHBOROUGH URGENT CARE CENTRE,NHS ENGLAND MIDLANDS,4952,0,30,0,0,0
2026-02,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NHS ENGLAND SOUTH EAST,18620,16798,4120,4094,933,373
2026-02,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,37135,24273,10030,9641,3528,83
2026-02,MARKET HARBOROUGH,NHS ENGLAND MIDLANDS,116,0,0,0,0,0
2026-02,MARKET HARBOROUGH MED.CTR,NHS ENGLAND MIDLANDS,281,0,0,0,0,0
2026-02,MEDWAY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,13818,8536,3987,3136,227,817
2026-02,MELTON MOWBRAY,NHS ENGLAND MIDLANDS,40,0,0,0,0,0
2026-02,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND NORTH WEST,22270,15685,6306,6218,389,480
2026-02,MERSEY CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,12255,0,383,0,0,0
2026-02,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,31584,24311,10832,10563,2196,1184
2026-02,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,9040,6395,3656,3649,354,634
2026-02,MID YORKSHIRE TEACHING NHS TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,20787,14874,5831,5674,2006,610
2026-02,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,12423,7474,3902,3776,607,0
2026-02,MIRIAM MINOR EMERGENCY,NHS ENGLAND NORTH WEST,1499,0,0,0,0,0
2026-02,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND LONDON,5444,0,62,0,0,0
2026-02,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,18633,11506,3626,3622,648,410
2026-02,NORTH BRISTOL NHS TRUST,NHS ENGLAND SOUTH WEST,8262,8262,2947,2947,441,430
2026-02,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,9562,8014,3628,3569,667,378
2026-02,NORTH EAST LONDON NHS FOUNDATION TRUST,NHS ENGLAND LONDON,1605,0,41,0,0,0
2026-02,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,14799,4547,2515,2496,209,39
2026-02,NORTH WEST ANGLIA NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,18403,14103,6176,5984,501,921
2026-02,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NHS ENGLAND MIDLANDS,12193,9778,3843,3806,349,856
2026-02,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,31715,23361,9823,9499,807,1246
2026-02,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,15280,9527,4422,4382,576,874
2026-02,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,21330,9593,2667,2664,45,0
2026-02,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,21741,11557,8022,6776,147,1066
2026-02,OADBY,NHS ENGLAND MIDLANDS,484,0,2,0,0,0
2026-02,OAKHAM,NHS ENGLAND MIDLANDS,53,0,0,0,0,0
2026-02,OKEHAMPTON MEDICAL CENTRE,NHS ENGLAND SOUTH WEST,52,0,0,0,0,0
2026-02,OXFORD HEALTH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,3490,0,72,0,0,0
2026-02,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,15849,10971,3052,3002,305,0
2026-02,PAULTON MEMORIAL HOSPITAL,NHS ENGLAND SOUTH WEST,998,0,10,0,0,0
2026-02,PHL LYMINGTON UTC,NHS ENGLAND SOUTH EAST,2696,0,7,0,0,0
2026-02,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,NHS ENGLAND SOUTH EAST,13662,9755,3836,3810,799,1039
2026-02,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,NHS ENGLAND SOUTH EAST,4608,0,140,0,0,0
2026-02,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,NHS ENGLAND SOUTH EAST,4662,0,243,0,0,0
2026-02,PUTNOE WALK IN CENTRE,NHS ENGLAND EAST OF ENGLAND,2711,0,0,0,0,0
2026-02,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,1109,0,13,0,0,0
2026-02,ROSSENDALE MIU & OOH,NHS ENGLAND NORTH WEST,772,0,1,0,0,0
2026-02,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,14795,10031,3674,3586,783,52
2026-02,ROYAL CORNWALL HOSPITALS NHS TRUST,NHS ENGLAND SOUTH WEST,16225,6239,4132,3619,663,529
2026-02,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,14976,11271,5051,5037,885,298
2026-02,ROYAL FREE LONDON NHS FOUNDATION TRUST,NHS ENGLAND LONDON,38988,24307,8953,8072,836,1870
