month,trust,region,total_attendances,type1_attendances,total_over_4hrs,type1_over_4hrs,breaches_4_to_12hr,breaches_12hr_plus
2025-07,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,NHS ENGLAND SOUTH WEST,16062,9802,4445,4393,623,255
2025-07,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,31314,27863,10059,9870,664,271
2025-07,URGENT CARE CENTRE (QMS),NHS ENGLAND LONDON,8084,0,105,0,0,0
2025-07,WALSALL HEALTHCARE NHS TRUST,NHS ENGLAND MIDLANDS,14079,9841,3271,3200,1082,101
2025-07,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,10619,7341,4011,3915,942,600
2025-07,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND EAST OF ENGLAND,16134,8535,2638,2583,750,19
2025-07,WEST SUFFOLK NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,9064,8380,2348,2348,424,145
2025-07,WHITSTABLE MEDICAL PRACTICE,NHS ENGLAND SOUTH EAST,5094,0,0,0,0,0
2025-07,WHITTINGTON HEALTH NHS TRUST,NHS ENGLAND LONDON,9104,9104,2295,2295,290,200
2025-07,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,4311,0,348,0,0,0
2025-07,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,11243,7987,4395,4283,644,710
2025-07,WOKING WALK IN CENTRE,NHS ENGLAND SOUTH EAST,2609,0,160,0,0,0
2025-07,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,21006,14228,7048,7003,1069,896
2025-07,WORKINGTON HEALTH LIMITED,NHS ENGLAND NORTH EAST AND YORKSHIRE,442,0,0,0,0,0
2025-07,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",NHS ENGLAND NORTH WEST,12871,7367,3140,3102,648,394
2025-07,WYE VALLEY NHS TRUST,NHS ENGLAND MIDLANDS,7576,6218,2227,2227,405,182
2025-07,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,19429,11120,5879,5517,665,450
2025-08,AIREDALE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,6251,6036,2246,2246,424,61
2025-08,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,4303,4303,424,424,0,0
2025-08,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,9810,6990,3530,3499,535,118
2025-08,ASHFORD WALK-IN-CENTRE,NHS ENGLAND SOUTH EAST,2325,0,23,0,0,0
2025-08,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),NHS ENGLAND MIDLANDS,3085,0,0,0,0,0
2025-08,BADGER LTD,NHS ENGLAND MIDLANDS,0,0,0,0,0,0
2025-08,BARKING HOSPITAL UTC,NHS ENGLAND LONDON,2709,0,10,0,0,0
2025-08,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NHS ENGLAND LONDON,28167,12899,5999,5551,613,677
2025-08,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,9140,9140,1992,1992,260,0
2025-08,BARTS HEALTH NHS TRUST,NHS ENGLAND LONDON,42424,24190,11878,10598,1234,799
2025-08,BECKENHAM BEACON UCC,NHS ENGLAND LONDON,3363,0,13,0,0,0
2025-08,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,23639,16039,5896,5896,82,3
2025-08,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,1435,0,7,0,0,0
2025-08,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,3491,3491,155,155,7,1
2025-08,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,19620,9421,4296,4240,820,262
2025-08,BOLTON NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,11378,7488,4027,3709,481,331
2025-08,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,13027,8779,2220,2220,655,49
2025-08,BRANSHOLME HEALTH CENTRE,NHS ENGLAND NORTH EAST AND YORKSHIRE,3507,0,262,0,0,0
2025-08,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,2740,0,41,0,0,0
2025-08,BRIDLINGTON HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE,1732,0,73,0,0,0
2025-08,BRIGHTON STATION HEALTH CENTRE,NHS ENGLAND SOUTH EAST,1869,0,0,0,0,0
2025-08,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NHS ENGLAND SOUTH EAST,14238,10063,2860,2802,189,261
2025-08,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,15446,15446,2708,2708,846,16
2025-08,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,15627,10179,4096,4045,537,309
2025-08,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,11651,0,123,0,0,0
2025-08,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND LONDON,24111,18603,5720,5678,679,39
2025-08,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,12513,6336,3627,3353,738,141
2025-08,CHIPPENHAM COMMUNITY HOSPITAL,NHS ENGLAND SOUTH WEST,1685,0,9,0,0,0
2025-08,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,0,0,0,0,0,0
2025-08,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,7449,5200,2650,2523,763,330
2025-08,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,16559,12390,4837,4837,1701,9
2025-08,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,NHS ENGLAND MIDLANDS,0,0,0,0,0,0
2025-08,CROYDON HEALTH SERVICES NHS TRUST,NHS ENGLAND LONDON,16768,12011,4177,4177,245,565
2025-08,DARTFORD AND GRAVESHAM NHS TRUST,NHS ENGLAND SOUTH EAST,14389,10751,2792,2782,576,17
2025-08,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,7623,0,226,0,0,0
2025-08,DHU HEALTH CARE C.I.C,NHS ENGLAND MIDLANDS,1904,0,1,0,0,0
2025-08,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,17831,13912,4856,4851,1164,108
2025-08,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,5127,5127,1675,1675,196,44
2025-08,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,0,0,0,0,0,0
2025-08,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NHS ENGLAND EAST OF ENGLAND,16472,8370,3651,3609,192,23
2025-08,EAST BERKS PRIMARY CARE OOH(WAM),NHS ENGLAND SOUTH EAST,0,0,0,0,0,0
2025-08,EAST CHESHIRE NHS TRUST,NHS ENGLAND NORTH WEST,4192,4192,2265,2265,214,432
2025-08,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,25087,12118,6475,6199,384,1311
2025-08,EAST LANCASHIRE HOSPITALS NHS TRUST,NHS ENGLAND NORTH WEST,23936,13281,5037,4442,577,925
2025-08,EAST RIDING COMMUNITY HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE,2699,0,156,0,0,0
2025-08,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,25539,12119,6410,5908,886,356
2025-08,EAST SUSSEX HEALTHCARE NHS TRUST,NHS ENGLAND SOUTH EAST,11340,8785,3604,3560,204,6
2025-08,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NHS ENGLAND LONDON,12654,10186,3075,2878,930,642
2025-08,ERDINGTON GP HEALTH & WELLBEING WIC,NHS ENGLAND MIDLANDS,0,0,0,0,0,0
2025-08,FAVERSHAM MEDICAL PRACTICE MIU,NHS ENGLAND SOUTH EAST,2864,0,0,0,0,0
2025-08,FIRST COMMUNITY HEALTH AND CARE CIC,NHS ENGLAND SOUTH EAST,2599,0,0,0,0,0
2025-08,FRIMLEY HEALTH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,33719,21592,8745,8450,1438,260
2025-08,GATESHEAD HEALTH NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,9747,5545,1729,1701,397,0
2025-08,GEORGE ELIOT HOSPITAL NHS TRUST,NHS ENGLAND MIDLANDS,7992,6371,2224,2175,269,441
2025-08,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,8680,0,125,0,0,0
2025-08,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,13420,13420,5301,5301,439,221
2025-08,GOOLE & DISTRICT HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE,1554,0,7,0,0,0
2025-08,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,10977,5788,3534,2994,700,157
2025-08,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NHS ENGLAND LONDON,16661,9878,3606,3438,107,61
2025-08,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,2986,0,65,0,0,0
2025-08,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,13887,10479,4039,4015,110,11
2025-08,HAROLD WOOD POLYCLINIC UTC,NHS ENGLAND LONDON,2504,0,5,0,0,0
2025-08,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,6131,5031,1103,1103,95,0
2025-08,HERNE BAY HEALTH CARE LTD,NHS ENGLAND SOUTH EAST,2531,0,0,0,0,0
2025-08,HERTFORDSHIRE COMMUNITY NHS TRUST,NHS ENGLAND EAST OF ENGLAND,1061,0,19,0,0,0
2025-08,HERTS URGENT CARE (ASCOTS LANE),NHS ENGLAND EAST OF ENGLAND,2050,0,98,0,0,0
2025-08,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND LONDON,10343,10343,1958,1958,224,35
2025-08,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,13782,9446,5254,5071,932,337
2025-08,HUMBER TEACHING NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,1210,0,7,0,0,0
2025-08,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,22393,11631,5479,5103,645,0
2025-08,ISLE OF WIGHT NHS TRUST,NHS ENGLAND SOUTH EAST,6583,4420,1684,1619,228,100
2025-08,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,8968,7618,3025,3025,521,230
2025-08,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,6264,0,21,0,0,0
2025-08,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,17261,9509,3495,3416,532,626
2025-08,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND LONDON,23601,14770,6464,5957,1386,572
2025-08,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,NHS ENGLAND LONDON,14693,6570,3687,3420,288,222
2025-08,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,14625,11574,4554,4473,1048,410
2025-08,LATHAM HOUSE MEDICAL PRACTICE,NHS ENGLAND MIDLANDS,400,0,0,0,0,0
2025-08,LEEDS TEACHING HOSPITALS NHS TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,28203,16690,6159,6048,1686,119
2025-08,LEWISHAM AND GREENWICH NHS TRUST,NHS ENGLAND LONDON,23802,14926,7667,7482,1087,571
2025-08,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,NHS ENGLAND MIDLANDS,9050,0,265,0,0,0
2025-08,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,0,0,0,0
2025-08,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,25403,16163,7669,7501,1433,477
2025-08,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,1396,0,121,0,0,0
2025-08,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,NHS ENGLAND MIDLANDS,439,0,0,0,0,0
2025-08,LOCAL CARE DIRECT,NHS ENGLAND NORTH EAST AND YORKSHIRE,2063,0,9,0,0,0
2025-08,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,27792,13561,6757,6568,621,517
2025-08,LOUGHBOROUGH URGENT CARE CENTRE,NHS ENGLAND MIDLANDS,4902,0,36,0,0,0
2025-08,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NHS ENGLAND SOUTH EAST,21202,18957,4256,4236,932,130
2025-08,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,37647,23856,10488,10063,2881,69
2025-08,MARKET HARBOROUGH,NHS ENGLAND MIDLANDS,109,0,0,0,0,0
2025-08,MARKET HARBOROUGH MED.CTR,NHS ENGLAND MIDLANDS,306,0,0,0,0,0
2025-08,MEDWAY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,15121,9278,4288,3599,334,696
2025-08,MELTON MOWBRAY,NHS ENGLAND MIDLANDS,54,0,0,0,0,0
2025-08,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND NORTH WEST,23742,16472,6511,6432,566,290
2025-08,MERSEY CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,12199,0,174,0,0,0
2025-08,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,32967,28878,8021,7915,1943,303
2025-08,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,9797,6896,4356,4340,611,378
2025-08,MID YORKSHIRE TEACHING NHS TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,22437,15988,5906,5760,1544,9
2025-08,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,12708,7897,3417,3409,639,0
2025-08,MIRIAM MINOR EMERGENCY,NHS ENGLAND NORTH WEST,1643,0,2,0,0,0
2025-08,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND LONDON,5806,0,102,0,0,0
2025-08,NEMS CBS (UTC),NHS ENGLAND MIDLANDS,3664,0,871,0,0,0
2025-08,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,20734,12652,3832,3830,733,162
2025-08,NORTH BRISTOL NHS TRUST,NHS ENGLAND SOUTH WEST,9415,9415,3069,3069,553,126
2025-08,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,10651,8627,3565,3510,441,309
2025-08,NORTH EAST LONDON NHS FOUNDATION TRUST,NHS ENGLAND LONDON,1827,0,87,0,0,0
2025-08,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,15346,4856,2360,2340,160,6
2025-08,NORTH WEST ANGLIA NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,18770,14143,5747,5568,599,601
2025-08,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NHS ENGLAND MIDLANDS,12315,9943,4345,4224,558,667
2025-08,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,34577,25001,9598,9353,1063,958
2025-08,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,16161,9249,4328,4275,653,594
2025-08,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,23818,9949,2295,2291,3,0
2025-08,NOTTINGHAM CITYCARE PARTNERSHIP,NHS ENGLAND MIDLANDS,4694,0,231,0,0,0
2025-08,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,14187,12151,7006,6909,251,566
2025-08,OADBY,NHS ENGLAND MIDLANDS,569,0,0,0,0,0
2025-08,OAKHAM,NHS ENGLAND MIDLANDS,72,0,0,0,0,0
2025-08,OKEHAMPTON MEDICAL CENTRE,NHS ENGLAND SOUTH WEST,103,0,0,0,0,0
2025-08,OXFORD HEALTH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,4244,0,116,0,0,0
2025-08,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,16787,11803,3412,3313,411,0
2025-08,PAULTON MEMORIAL HOSPITAL,NHS ENGLAND SOUTH WEST,1148,0,2,0,0,0
2025-08,PHL LYMINGTON UTC,NHS ENGLAND SOUTH EAST,3395,0,50,0,0,0
2025-08,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,NHS ENGLAND SOUTH EAST,14152,10329,4150,4125,900,933
2025-08,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,NHS ENGLAND SOUTH EAST,5076,0,48,0,0,0
2025-08,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,NHS ENGLAND SOUTH EAST,5095,0,167,0,0,0
2025-08,PUTNOE WALK IN CENTRE,NHS ENGLAND EAST OF ENGLAND,2334,0,0,0,0,0
2025-08,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,1387,0,2,0,0,0
2025-08,ROSSENDALE MIU & OOH,NHS ENGLAND NORTH WEST,1018,0,0,0,0,0
2025-08,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,15288,10133,3514,3508,377,1
2025-08,ROYAL CORNWALL HOSPITALS NHS TRUST,NHS ENGLAND SOUTH WEST,21199,7624,4266,3456,613,303
2025-08,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,18047,13530,5718,5694,724,136
2025-08,ROYAL FREE LONDON NHS FOUNDATION TRUST,NHS ENGLAND LONDON,38712,24281,8177,7742,1241,1704
2025-08,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NHS ENGLAND LONDON,0,0,0,0,0,0
2025-08,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,8059,6430,2023,2023,376,5
2025-08,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,8612,8612,3527,3527,794,81
2025-08,SALISBURY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,6955,4767,1763,1763,329,25
2025-08,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,19844,10876,4081,3770,645,102
2025-08,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,3594,3594,173,173,8,0
2025-08,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,16349,8548,5177,4509,869,11
2025-08,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,15886,10497,4944,4638,704,346
2025-08,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,NHS ENGLAND MIDLANDS,3193,0,52,0,0,0
2025-08,SIRONA CARE & HEALTH,NHS ENGLAND SOUTH WEST,8674,0,264,0,0,0
2025-08,SKELMERSDALE WALK IN CENTRE,NHS ENGLAND NORTH WEST,1584,0,7,0,0,0
2025-08,SLEAFORD MEDICAL GROUP,NHS ENGLAND MIDLANDS,531,0,0,0,0,0
2025-08,SOMERSET NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,21944,12732,5824,5663,371,75
2025-08,SOUTH BIRMINGHAM GP WALK IN CENTRE,NHS ENGLAND MIDLANDS,5641,0,0,0,0,0
2025-08,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,16367,7133,4032,3730,381,11
2025-08,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,17817,10927,5586,5402,663,4
2025-08,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,8529,8133,1769,1769,314,14
2025-08,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,0,0,0,0
2025-08,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,1972,0,47,0,0,0
2025-08,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND LONDON,11889,8178,2629,2502,407,498
2025-08,STATION PLAZA HEALTH CENTRE,NHS ENGLAND SOUTH EAST,1089,0,0,0,0,0
2025-08,STOCKPORT NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,8689,7677,2983,2936,495,198
2025-08,SUMMERFIELD URGENT CARE CENTRE,NHS ENGLAND MIDLANDS,2916,0,0,0,0,0
2025-08,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NHS ENGLAND SOUTH EAST,10052,10052,3904,3904,552,538
2025-08,SUSSEX COMMUNITY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,11693,0,164,0,0,0
2025-08,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,10280,7961,3638,3629,561,381
2025-08,TETBURY HOSPITAL TRUST LTD,NHS ENGLAND SOUTH WEST,482,0,0,0,0,0
2025-08,THE CHRISTIE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,0,0,0,0
2025-08,THE DUDLEY GROUP NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,13239,9641,3262,3211,1812,78
2025-08,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND LONDON,12067,5574,2191,2127,181,8
2025-08,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,19041,11603,4249,4166,356,41
2025-08,THE PINN UNREGISTERED WIC,NHS ENGLAND LONDON,998,0,0,0,0,0
2025-08,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NHS ENGLAND EAST OF ENGLAND,9698,7952,2556,2556,484,195
2025-08,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NHS ENGLAND EAST OF ENGLAND,7953,6802,3245,3245,702,124
2025-08,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,0,0,0,0,0,0
2025-08,THE ROTHERHAM NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,8638,8638,2524,2524,318,0
2025-08,THE ROYAL WOLVERHAMPTON NHS TRUST,NHS ENGLAND MIDLANDS,19366,12593,3894,3693,1084,172
2025-08,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NHS ENGLAND MIDLANDS,13242,10809,6347,5879,612,1300
2025-08,THE WALTON CENTRE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,0,0,0,0
2025-08,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,10480,6928,2717,2700,179,31
2025-08,TROWBRIDGE MINOR INJURIES UNIT,NHS ENGLAND SOUTH WEST,1058,0,7,0,0,0
2025-08,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,20777,16973,7293,6965,1042,1061
2025-08,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND LONDON,12926,12926,3381,3381,299,72
2025-08,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,12649,11290,3963,3822,271,14
2025-08,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,35997,33886,13187,13154,2674,1593
2025-08,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,17108,14677,5250,5119,885,188
2025-08,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NHS ENGLAND MIDLANDS,18739,11743,4669,4495,74,9
2025-08,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,19991,14621,5621,5621,617,57
2025-08,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,27343,17915,8094,8093,979,521
2025-08,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NHS ENGLAND MIDLANDS,22925,20916,8448,8251,1161,964
2025-08,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,12460,9279,3512,3434,684,360
2025-08,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NHS ENGLAND MIDLANDS,23120,14640,7098,7035,1120,443
2025-08,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,NHS ENGLAND SOUTH WEST,15162,9265,4376,4281,680,329
2025-08,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,30376,26764,10790,10519,632,534
2025-08,URGENT CARE CENTRE (QMS),NHS ENGLAND LONDON,7556,0,113,0,0,0
2025-08,WALSALL HEALTHCARE NHS TRUST,NHS ENGLAND MIDLANDS,13308,8935,2953,2943,949,117
2025-08,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,9641,6781,3580,3543,729,825
