day_type,hour_of_day,station,departures,arrivals,net_flow
Weekend,9,"Portman Square, Marylebone",15,23,8
Weekend,9,"Portugal Street, Holborn",3,39,36
Weekend,9,"Pott Street, Bethnal Green",37,30,-7
Weekend,9,"Poured Lines, Bankside",17,21,4
Weekend,9,"Preston's Road, Cubitt Town",34,14,-20
Weekend,9,"Prince Albert Road, The Regent's Park",27,31,4
Weekend,9,"Prince Consort Road, Knightsbridge",5,49,44
Weekend,9,"Prince of Wales Drive, Battersea Park",24,6,-18
Weekend,9,"Princedale Road , Holland Park",18,9,-9
Weekend,9,"Princes Square, Bayswater",36,16,-20
Weekend,9,"Pritchard's Road, Bethnal Green",48,29,-19
Weekend,9,"Putney Bridge Road, East Putney",10,13,3
Weekend,9,"Putney Bridge Station, Fulham",18,12,-6
Weekend,9,"Putney Pier, Wandsworth",28,31,3
Weekend,9,"Putney Rail Station, Putney",9,6,-3
Weekend,9,"Queen Mary's, Mile End",22,28,6
Weekend,9,"Queen Mother Sports Centre, Victoria",46,45,-1
Weekend,9,"Queen Street 1, Bank",7,33,26
Weekend,9,"Queen Street 2, Bank",22,30,8
Weekend,9,"Queen Victoria Street, St. Paul's",5,10,5
Weekend,9,"Queen's Circus, Battersea Park",60,66,6
Weekend,9,"Queen's Gate (Central), South Kensington",17,21,4
Weekend,9,"Queen's Gate (North), Kensington",14,17,3
Weekend,9,"Queen's Gate (South), South Kensington",31,24,-7
Weekend,9,"Queen's Gate, Kensington Gardens",62,59,-3
Weekend,9,"Queensbridge Road, Haggerston",21,23,2
Weekend,9,"Queensdale Road, Shepherd's Bush",10,3,-7
Weekend,9,"Queensway, Kensington Gardens",71,67,-4
Weekend,9,"Rainville Road, Hammersmith",24,14,-10
Weekend,9,"Ram Street, Wandsworth",26,30,4
Weekend,9,"Rampayne Street, Pimlico",50,23,-27
Weekend,9,"Ranelagh Gardens, Fulham",7,13,6
Weekend,9,"Rathbone Street, Fitzrovia",13,16,3
Weekend,9,"Ravenscourt Park Station, Hammersmith",28,26,-2
Weekend,9,"Reardon Street, Wapping",26,13,-13
Weekend,9,"Rectory Square, Stepney",10,13,3
Weekend,9,"Red Lion Square, Holborn",16,11,-5
Weekend,9,"Red Lion Street, Holborn",9,20,11
Weekend,9,"Regency Street, Westminster",34,8,-26
Weekend,9,"Regent's Row , Haggerston",71,67,-4
Weekend,9,"Richmond Way, Shepherd's Bush",40,25,-15
Weekend,9,"Rifle Place, Avondale",11,11,0
Weekend,9,"Risinghill Street, Angel",11,8,-3
Weekend,9,"River Street , Clerkenwell",17,5,-12
Weekend,9,"Riverlight North, Nine Elms",54,26,-28
Weekend,9,"Rochester Row, Westminster",8,5,-3
Weekend,9,"Rodney Road , Walworth",23,16,-7
Weekend,9,"Roscoe Street, St. Luke's",20,3,-17
Weekend,9,"Rotherhithe Roundabout, Rotherhithe",33,9,-24
Weekend,9,"Royal Avenue 1, Chelsea",11,19,8
Weekend,9,"Royal Avenue 2, Chelsea",17,15,-2
Weekend,9,"Royal College Street, Camden Town",13,11,-2
Weekend,9,"Royal London Hospital, Whitechapel",38,87,49
Weekend,9,"Russell Gardens, Olympia",13,3,-10
Weekend,9,"Russell Square Station, Bloomsbury",30,34,4
Weekend,9,"Sackville Street, Mayfair",2,28,26
Weekend,9,"Sadlers Sports Centre, Finsbury",24,15,-9
Weekend,9,"Sail Street, Vauxhall",39,16,-23
Weekend,9,"Salmon Lane, Limehouse",72,11,-61
Weekend,9,"Saltoun Road, Brixton",28,12,-16
Weekend,9,"Sancroft Street, Vauxhall",29,10,-19
Weekend,9,"Sandilands Road, Walham Green",34,10,-24
Weekend,9,"Santos Road, Wandsworth",13,6,-7
Weekend,9,"Sardinia Street, Holborn",2,35,33
Weekend,9,"Saunders Ness Road, Cubitt Town",15,34,19
Weekend,9,"Scala Street, Fitzrovia",4,8,4
Weekend,9,"Sea Containers, South Bank",11,13,2
Weekend,9,"Sedding Street, Sloane Square",17,42,25
Weekend,9,"Selby Street, Whitechapel",21,18,-3
Weekend,9,"Serpentine Car Park, Hyde Park",128,118,-10
Weekend,9,"Seville Street, Knightsbridge",20,51,31
Weekend,9,"Seymour Place, Marylebone",33,15,-18
Weekend,9,"Shadwell Station, Shadwell",34,17,-17
Weekend,9,"Sheepcote Lane, Battersea",27,22,-5
Weekend,9,"Shepherd's Bush Road North, Shepherd's Bush",28,6,-22
Weekend,9,"Shoreditch Court, Haggerston",15,10,-5
Weekend,9,"Shoreditch High Street, Shoreditch",32,39,7
Weekend,9,"Shoreditch Park, Hoxton",54,40,-14
Weekend,9,"Shouldham Street, Marylebone",34,2,-32
Weekend,9,"Sidney Road, Stockwell",25,10,-15
Weekend,9,"Silverthorne Road, Battersea",16,13,-3
Weekend,9,"Simpson Street, Clapham Junction",54,11,-43
Weekend,9,"Sirdar Road, Avondale",10,2,-8
Weekend,9,"Sloane Avenue, Knightsbridge",21,31,10
Weekend,9,"Smith Square, Westminster",10,11,1
Weekend,9,"Smugglers Way, Wandsworth",26,17,-9
Weekend,9,"Snow Hill, Farringdon",8,9,1
Weekend,9,"Snowsfields, London Bridge",31,56,25
Weekend,9,"Soho Square , Soho",22,51,29
Weekend,9,"Somerset House, Strand",3,23,20
Weekend,9,"South Audley Street, Mayfair",5,34,29
Weekend,9,"South Bermondsey Station, Bermondsey",41,15,-26
Weekend,9,"South Kensington Station, South Kensington",26,55,29
Weekend,9,"South Lambeth Road, Vauxhall",40,23,-17
Weekend,9,"South Parade, Chelsea",10,4,-6
Weekend,9,"South Park, Sands End",13,7,-6
Weekend,9,"South Quay East, Canary Wharf",2,7,5
Weekend,9,"South Wharf Road, Paddington",19,17,-2
Weekend,9,"Southampton Place, Holborn",19,19,0
Weekend,9,"Southampton Street, Strand",18,58,40
Weekend,9,"Southern Grove, Bow",19,6,-13
Weekend,9,"Southerton Road, Hammersmith",29,20,-9
Weekend,9,"Southwark Station 2, Southwark",10,6,-4
Weekend,9,"Southwark Street, Bankside",6,9,3
Weekend,9,"Southwick Street, Paddington",49,9,-40
Weekend,9,"Spanish Road, Clapham Junction",9,3,-6
Weekend,9,"Spencer Park, Wandsworth Common",18,3,-15
Weekend,9,"Spindrift Avenue, Millwall",31,6,-25
Weekend,9,"St John's Crescent, Brixton",11,2,-9
Weekend,9,"St Martins Close, Camden Town",6,3,-3
Weekend,9,"St Mary's Hospital, Paddington",37,20,-17
Weekend,9,"St. Bride Street, Holborn",6,16,10
Weekend,9,"St. Chad's Street, King's Cross",23,12,-11
Weekend,9,"St. George Street, Mayfair",4,21,17
Weekend,9,"St. George's Square, Pimlico",46,43,-3
Weekend,9,"St. James's Square, St. James's",20,39,19
Weekend,9,"St. John Street, Finsbury",18,6,-12
Weekend,9,"St. John's Park, Cubitt Town",12,12,0
Weekend,9,"St. John's Road, Clapham Junction",18,41,23
Weekend,9,"St. John's Wood Church, The Regent's Park",17,8,-9
Weekend,9,"St. John's Wood Road, St. John's Wood",35,14,-21
Weekend,9,"St. Katharine's Way, Tower",26,9,-17
Weekend,9,"St. Luke's Church, Chelsea",20,25,5
Weekend,9,"St. Mark's Road, North Kensington",8,25,17
Weekend,9,"St. Martin's Street, West End",4,12,8
Weekend,9,"St. Mary & St. Michael Church, Stepney",8,4,-4
Weekend,9,"St. Mary Axe, Aldgate",5,35,30
Weekend,9,"St. Pancras Way, Camden Town",9,2,-7
Weekend,9,"St. Peter's Terrace, Fulham",39,20,-19
Weekend,9,"Stainsby Road , Poplar",30,11,-19
Weekend,9,"Stamford Street, South Bank",13,28,15
Weekend,9,"Stanhope Gate, Mayfair",0,3,3
Weekend,9,"Stanley Grove, Battersea",27,9,-18
Weekend,9,"Star Road, West Kensington",32,11,-21
Weekend,9,"Stebondale Street, Cubitt Town",6,9,3
Weekend,9,"Stephendale Road, Sands End",29,16,-13
Weekend,9,"Stepney Green Station, Stepney",31,35,4
Weekend,9,"Stewart's Road, Wandsworth Road",15,5,-10
Weekend,9,"Stonecutter Street, Holborn",3,9,6
Weekend,9,"Store Street, Bloomsbury",10,15,5
Weekend,9,"Storey's Gate, Westminster",26,83,57
Weekend,9,"Strand, Strand",15,37,22
Weekend,9,"Strata, Elephant & Castle",43,62,19
Weekend,9,"Stratford Station, Stratford",27,32,5
Weekend,9,"Sugden Road, Clapham",23,6,-17
Weekend,9,"Sumner Place, South Kensington",22,25,3
Weekend,9,"Sun Street, Liverpool Street",4,17,13
Weekend,9,"Surrey Lane, Battersea",38,24,-14
Weekend,9,"Sutton Street, Shadwell",43,22,-21
Weekend,9,"Swan Street, The Borough",26,9,-17
Weekend,9,"Tachbrook Street, Victoria",21,21,0
Weekend,9,"Tallis Street, Temple",7,12,5
Weekend,9,"Tanner Street, Bermondsey",30,35,5
Weekend,9,"Tate Modern, Bankside",25,32,7
Weekend,9,"Tavistock Place, Bloomsbury",26,16,-10
Weekend,9,"Tavistock Street, Covent Garden",3,9,6
Weekend,9,"Taviton Street, Bloomsbury",27,42,15
Weekend,9,"Temple Gardens, Temple",9,10,1
Weekend,9,"Teversham Lane, Stockwell",39,7,-32
Weekend,9,"Teviot Street, Poplar",15,4,-11
Weekend,9,"The Blue, Bermondsey",40,22,-18
Weekend,9,"The Guildhall, Guildhall",1,13,12
Weekend,9,"The Metropolitan, Portobello",12,1,-11
Weekend,9,"The Tennis Courts, The Regent's Park",19,39,20
Weekend,9,"The Vale, Chelsea",31,35,4
Weekend,9,"Theobald's Road , Holborn",22,8,-14
Weekend,9,"Thorndike Close, West Chelsea",24,4,-20
Weekend,9,"Thurtle Road, Haggerston",19,14,-5
Weekend,9,"Timber Lodge, Queen Elizabeth Olympic Park",23,15,-8
Weekend,9,"Tooley Street, Bermondsey",40,119,79
Weekend,9,"Torrens Street, Angel",14,22,8
Weekend,9,"Tower Gardens , Tower",22,57,35
Weekend,9,"Tower Wharf, Bermondsey",47,20,-27
Weekend,9,"Trebovir Road, Earl's Court",60,22,-38
Weekend,9,"Triangle Car Park, Hyde Park",44,73,29
Weekend,9,"Turquoise Island, Notting Hill",23,59,36
Weekend,9,"Twig Folly Bridge, Mile End",41,14,-27
Weekend,9,"Tyers Gate, Bermondsey",18,10,-8
Weekend,9,"Tysoe Street, Clerkenwell",22,23,1
Weekend,9,"Union Grove, Wandsworth Road",25,5,-20
Weekend,9,"Union Street, The Borough",21,13,-8
Weekend,9,"Upcerne Road, West Chelsea",10,9,-1
Weekend,9,"Upper Bank Street, Canary Wharf",8,38,30
Weekend,9,"Upper Grosvenor Street, Mayfair",1,0,-1
Weekend,9,"Upper Richmond Road, Putney",12,10,-2
Weekend,9,"Usk Road, Clapham Junction",20,3,-17
Weekend,9,"Vauxhall Bridge , Pimlico",15,9,-6
Weekend,9,"Vauxhall Cross, Vauxhall",53,66,13
Weekend,9,"Vauxhall Street, Vauxhall",40,13,-27
Weekend,9,"Vauxhall Walk, Vauxhall",17,10,-7
Weekend,9,"Vereker Road, West Kensington",57,26,-31
Weekend,9,"Vicarage Crescent, Battersea",54,14,-40
Weekend,9,"Vicarage Gate, Kensington",22,5,-17
Weekend,9,"Victoria & Albert Museum, South Kensington",3,25,22
Weekend,9,"Victoria Park Road, Hackney Central",21,21,0
Weekend,9,"Victoria Rise, Clapham Common",22,16,-6
Weekend,9,"Victory Place, Walworth",13,4,-9
Weekend,9,"Vincent Square, Westminster",14,12,-2
Weekend,9,"Vincent Street, Pimlico",29,5,-24
Weekend,9,"Walmer Road, Avondale",16,5,-11
Weekend,9,"Walnut Tree Walk, Vauxhall",32,15,-17
Weekend,9,"Walworth Square, Walworth",58,31,-27
Weekend,9,"Wandsworth Rd, Isley Court, Wandsworth Road",14,5,-9
Weekend,9,"Wandsworth Town Station, Wandsworth",17,20,3
Weekend,9,"Wapping High Street, Wapping",13,9,-4
Weekend,9,"Wapping Lane, Wapping",51,27,-24
Weekend,9,"Wardour Street, Soho",13,26,13
Weekend,9,"Warren Street Station, Euston",34,33,-1
Weekend,9,"Warwick Avenue Station, Maida Vale",73,22,-51
Weekend,9,"Warwick Road, Olympia",54,30,-24
Weekend,9,"Warwick Row, Westminster",16,40,24
Weekend,9,"Warwick Square, Pimlico",79,18,-61
Weekend,9,"Waterloo Bridge, South Bank",1,10,9
Weekend,9,"Waterloo Place, St. James's",14,22,8
Weekend,9,"Waterloo Road, South Bank",10,16,6
Weekend,9,"Waterloo Station 1, Waterloo",17,76,59
Weekend,9,"Waterloo Station 2, Waterloo",15,8,-7
Weekend,9,"Waterloo Station 3, Waterloo",14,13,-1
Weekend,9,"Watney Market, Stepney",38,12,-26
Weekend,9,"Watney Street, Shadwell",35,27,-8
Weekend,9,"Webber Street , Southwark",26,4,-22
Weekend,9,"Wellington Arch, Hyde Park",25,47,22
Weekend,9,"Wellington Road, St. John's Wood",20,19,-1
Weekend,9,"Wellington Row, Bethnal Green",21,44,23
Weekend,9,"Wellington Street , Strand",12,50,38
Weekend,9,"Wells Street, Fitzrovia",14,57,43
Weekend,9,"Wendon Street, Old Ford",17,15,-2
Weekend,9,"Wenlock Road , Hoxton",56,13,-43
Weekend,9,"West Cromwell Road, Earl's Court",37,7,-30
Weekend,9,"West Kensington Station, West Kensington",23,13,-10
Weekend,9,"West Smithfield Rotunda, Farringdon",14,11,-3
Weekend,9,"Westbourne Green, Westbourne",23,13,-10
Weekend,9,"Westbourne Grove, Bayswater",30,30,0
Weekend,9,"Westbourne Park Road, Portobello",14,7,-7
Weekend,9,"Westbridge Road, Battersea",44,18,-26
Weekend,9,"Westferry Circus, Canary Wharf",19,29,10
Weekend,9,"Westferry DLR, Limehouse",32,39,7
Weekend,9,"Westfield Ariel Way, White City",17,22,5
Weekend,9,"Westfield Library Corner, Shepherd's Bush",18,17,-1
Weekend,9,"Westfield Southern Terrace ,Shepherd's Bush",8,18,10
Weekend,9,"Westminster Bridge Road, Elephant & Castle",7,4,-3
Weekend,9,"Westminster Pier, Westminster",17,68,51
Weekend,9,"Westminster University, Marylebone",11,15,4
Weekend,9,"Whiston Road, Haggerston",29,20,-9
Weekend,9,"Whitehall Place, Strand",9,26,17
Weekend,9,"William IV Street, Strand",23,32,9
Weekend,9,"William Morris Way, Sands End",23,24,1
Weekend,9,"Windsor Terrace, Hoxton",33,14,-19
Weekend,9,"Wood Street, Guildhall",5,5,0
Weekend,9,"Woodstock Grove, Shepherd's Bush",25,16,-9
Weekend,9,"Woodstock Street, Mayfair",4,32,28
Weekend,9,"World's End Place, West Chelsea",36,27,-9
Weekend,9,"Wormwood Street, Liverpool Street",31,62,31
Weekend,9,"Worship Street, Shoreditch",6,15,9
Weekend,9,"Wren Street, Holborn",42,11,-31
Weekend,9,"Wright's Lane, Kensington",38,79,41
Weekend,9,"Wynne Road, Stockwell",19,4,-15
Weekend,9,"York Hall, Bethnal Green",28,38,10
Weekend,9,"York Way, Kings Cross",23,12,-11
Weekend,10,"Abbey Orchard Street, Westminster",20,21,1
Weekend,10,"Abbotsbury Road, Holland Park",23,22,-1
Weekend,10,"Aberdeen Place, St. John's Wood",35,20,-15
Weekend,10,"Aberfeldy Street, Poplar",10,5,-5
Weekend,10,"Abingdon Green, Westminster",29,34,5
Weekend,10,"Abingdon Villas, Kensington",20,13,-7
Weekend,10,"Ackroyd Drive, Bow",78,11,-67
Weekend,10,"Ada Street, Hackney Central",26,37,11
Weekend,10,"Addison Road, Holland Park",9,5,-4
Weekend,10,"Adeline Place, Bloomsbury",9,12,3
Weekend,10,"Agar Grove, Camden Town",29,6,-23
Weekend,10,"Aintree Street, Fulham",56,17,-39
Weekend,10,"Albany Street, The Regent's Park",57,36,-21
Weekend,10,"Albert Bridge Road, Battersea Park",63,27,-36
Weekend,10,"Albert Embankment, Vauxhall",25,8,-17
Weekend,10,"Albert Gardens, Stepney",64,14,-50
Weekend,10,"Albert Gate, Hyde Park",105,93,-12
Weekend,10,"Albert Square, Stockwell",40,20,-20
Weekend,10,"Albert Street, Camden Town",23,20,-3
Weekend,10,"Alderney Street, Pimlico",67,58,-9
Weekend,10,"Aldersgate Street, Barbican",67,70,3
Weekend,10,"Alfreda Street, Battersea Park",30,28,-2
Weekend,10,"All Saints Church, Portobello",51,54,3
Weekend,10,"All Saints' Road, Portobello",11,20,9
Weekend,10,"Allington Street, Victoria",39,54,15
Weekend,10,"Alma Road, Wandsworth",18,2,-16
Weekend,10,"Alpha Grove, Millwall",23,15,-8
Weekend,10,"Ampton Street , Clerkenwell",64,12,-52
Weekend,10,"Ansell House, Stepney",44,62,18
Weekend,10,"Antill Road, Mile End",44,19,-25
Weekend,10,"Aquatic Centre, Queen Elizabeth Olympic Park",49,28,-21
Weekend,10,"Archbishop's Park, Waterloo",8,8,0
Weekend,10,"Argyle Street, Kings Cross",94,84,-10
Weekend,10,"Argyll Road, Kensington",30,30,0
Weekend,10,"Arlington Road, Camden Town",16,28,12
Weekend,10,"Arundel Street, Temple",12,31,19
Weekend,10,"Ashley Crescent, Battersea",39,21,-18
Weekend,10,"Ashley Place, Victoria",27,23,-4
Weekend,10,"Ashmole Estate, Oval",29,26,-3
Weekend,10,"Aston Street, Stepney",23,19,-4
Weekend,10,"Austin Road, Battersea Park",33,21,-12
Weekend,10,"Aylward Street, Stepney",44,6,-38
Weekend,10,"BBC White City, White City",34,9,-25
Weekend,10,"Baker Street, Marylebone",15,26,11
Weekend,10,"Baldwin Street, St. Luke's",18,21,3
Weekend,10,"Bancroft Road, Bethnal Green",23,30,7
Weekend,10,"Bank of England Museum, Bank",14,53,39
Weekend,10,"Bankside Mix, Bankside",38,36,-2
Weekend,10,"Barbican Centre, Barbican",11,41,30
Weekend,10,"Barons Court Station, West Kensington",21,24,3
Weekend,10,"Bath Street, St. Luke's",52,56,4
Weekend,10,"Battersea Church Road, Battersea",57,21,-36
Weekend,10,"Battersea Park Road, Nine Elms",85,114,29
Weekend,10,"Battersea Power Station, Battersea Park",94,101,7
Weekend,10,"Baylis Road, Waterloo",65,75,10
Weekend,10,"Bayswater Road, Hyde Park",109,71,-38
Weekend,10,"Beaumont Street, Marylebone",18,35,17
Weekend,10,"Bedford Way, Bloomsbury",12,34,22
Weekend,10,"Belford House, Haggerston",14,6,-8
Weekend,10,"Belgrave Road, Victoria",30,28,-2
Weekend,10,"Belgrave Square, Belgravia",12,14,2
Weekend,10,"Bell Lane, Liverpool Street",14,27,13
Weekend,10,"Bell Street , Marylebone",46,8,-38
Weekend,10,"Belvedere Road 1, South Bank",17,35,18
Weekend,10,"Belvedere Road 2, South Bank",3,21,18
Weekend,10,"Bermondsey Station, Bermondsey",28,28,0
Weekend,10,"Bermondsey Street, Bermondsey",48,39,-9
Weekend,10,"Berry Street, Clerkenwell",40,8,-32
Weekend,10,"Beryl Road, Hammersmith",31,19,-12
Weekend,10,"Bethnal Green Garden, Bethnal Green",29,39,10
Weekend,10,"Bethnal Green Road, Shoreditch",91,118,27
Weekend,10,"Bevington Road West, North Kensington",51,58,7
Weekend,10,"Binfield Road, Stockwell",41,50,9
Weekend,10,"Birkenhead Street, King's Cross",52,47,-5
Weekend,10,"Bishop's Avenue, Fulham",58,56,-2
Weekend,10,"Bishop's Bridge Road East, Bayswater",25,15,-10
Weekend,10,"Bishop's Bridge Road West, Bayswater",57,51,-6
Weekend,10,"Black Lion Gate, Kensington Gardens",171,133,-38
Weekend,10,"Black Prince Road, Vauxhall",45,29,-16
Weekend,10,"Blackfriars Road, Southwark",52,33,-19
Weekend,10,"Blackfriars Station, St. Paul's",26,37,11
Weekend,10,"Blenheim Crescent, Ladbroke Grove",30,27,-3
Weekend,10,"Blythe Road West, Shepherd's Bush",35,15,-20
Weekend,10,"Blythe Road, Olympia",58,19,-39
Weekend,10,"Bolsover Street, Fitzrovia",38,50,12
Weekend,10,"Bonner Gate, Victoria Park",61,97,36
Weekend,10,"Bonny Street, Camden Town",61,28,-33
Weekend,10,"Borough High Street, The Borough",28,23,-5
Weekend,10,"Borough Road, Elephant & Castle",34,20,-14
Weekend,10,"Boston Place, Marylebone",46,26,-20
Weekend,10,"Bourne Street, Belgravia",36,48,12
Weekend,10,"Bow Church Station, Bow",57,29,-28
Weekend,10,"Bow Road Station, Bow",35,44,9
Weekend,10,"Braham Street, Aldgate",51,59,8
Weekend,10,"Bramham Gardens, Earl's Court",87,29,-58
Weekend,10,"Brandon Street, Walworth",53,26,-27
Weekend,10,"Breams Buildings, Holborn",5,16,11
Weekend,10,"Brick Lane Market, Shoreditch",36,45,9
Weekend,10,"Bricklayers Arms, Borough",50,27,-23
Weekend,10,"Bridge Avenue, Hammersmith",45,36,-9
Weekend,10,"British Museum, Bloomsbury",27,86,59
Weekend,10,"Broadcasting House, Marylebone",18,23,5
Weekend,10,"Broadley Terrace, Marylebone",15,6,-9
Weekend,10,"Broadwick Street, Soho",26,29,3
Weekend,10,"Bromley High Street, Bow",28,15,-13
Weekend,10,"Brook Green South, Brook Green",8,4,-4
Weekend,10,"Broomhouse Lane, Parsons Green",8,18,10
Weekend,10,"Brunswick Square, Bloomsbury",30,21,-9
Weekend,10,"Brushfield Street, Liverpool Street",60,113,53
Weekend,10,"Bruton Street, Mayfair",8,12,4
Weekend,10,"Buckingham Gate, Westminster",59,88,29
Weekend,10,"Bucknall Street, Covent Garden",32,42,10
Weekend,10,"Bunhill Row, Moorgate",29,39,10
Weekend,10,"Burdett Road, Mile End",34,31,-3
Weekend,10,"Burgess Park Albany Road, Walworth",87,51,-36
Weekend,10,"Bury Place, Holborn",5,11,6
Weekend,10,"Butler Place, Westminster",16,29,13
Weekend,10,"Buxton Street 1, Shoreditch",18,8,-10
Weekend,10,"Cadogan Close, Victoria Park",37,37,0
Weekend,10,"Cadogan Gardens, Chelsea",36,69,33
Weekend,10,"Cadogan Place, Knightsbridge",13,39,26
Weekend,10,"Caldwell Street, Stockwell",33,13,-20
Weekend,10,"Calshot Street , King's Cross",30,9,-21
Weekend,10,"Camley Street, Camden Town",21,6,-15
Weekend,10,"Campden Hill Road, Notting Hill",14,18,4
Weekend,10,"Canada Water Station, Rotherhithe",67,49,-18
Weekend,10,"Canton Street, Poplar",22,21,-1
Weekend,10,"Cantrell Road, Bow",3,2,-1
Weekend,10,"Carey Street, Holborn",5,29,24
Weekend,10,"Carnegie Street, King's Cross",39,11,-28
Weekend,10,"Cartwright Gardens , Bloomsbury",35,22,-13
Weekend,10,"Castlehaven Road, Camden Town",35,56,21
Weekend,10,"Central House, Aldgate",69,52,-17
Weekend,10,"Cephas Street, Bethnal Green",69,19,-50
Weekend,10,"Chadwell Street, Angel",47,18,-29
Weekend,10,"Chapel Place, Marylebone",3,15,12
Weekend,10,"Charing Cross Hospital, Hammersmith",17,41,24
Weekend,10,"Charlbert Street, St. John's Wood",35,22,-13
Weekend,10,"Charles II Street, West End",6,9,3
Weekend,10,"Charlotte Street, Fitzrovia",16,18,2
Weekend,10,"Charlotte Terrace, Angel",20,7,-13
Weekend,10,"Cheapside, Bank",12,48,36
Weekend,10,"Chelsea Bridge, Pimlico",47,25,-22
Weekend,10,"Chelsea Green, Chelsea",28,34,6
Weekend,10,"Chepstow Villas, Notting Hill",42,52,10
Weekend,10,"Cheshire Street, Bethnal Green",19,23,4
Weekend,10,"Chesilton Road, Fulham",41,26,-15
Weekend,10,"Chicheley Street, South Bank",32,64,32
Weekend,10,"Chrisp Street Market, Poplar",24,18,-6
Weekend,10,"Christian Street, Whitechapel",54,16,-38
Weekend,10,"Christopher Street, Liverpool Street",7,8,1
Weekend,10,"City Road, Angel",34,24,-10
Weekend,10,"Clapham Common North Side, Clapham Common",44,31,-13
Weekend,10,"Clapham Common Station, Clapham Common",58,72,14
Weekend,10,"Clapham Road, Lingham Street, Stockwell",13,7,-6
Weekend,10,"Clapham South, Clapham South",39,31,-8
Weekend,10,"Claremont Square, Angel",37,20,-17
Weekend,10,"Clarence Walk, Stockwell",20,9,-11
Weekend,10,"Clarendon Road, Avondale",24,18,-6
Weekend,10,"Clarges Street, Mayfair",1,3,2
Weekend,10,"Clarkson Street, Bethnal Green",17,6,-11
Weekend,10,"Claverton Street, Pimlico",41,10,-31
Weekend,10,"Cleaver Street, Kennington",19,6,-13
Weekend,10,"Clements Road, Bermondsey",18,12,-6
Weekend,10,"Clerkenwell Green, Clerkenwell",37,30,-7
Weekend,10,"Cleveland Gardens, Bayswater",35,16,-19
Weekend,10,"Cleveland Way, Stepney",84,32,-52
Weekend,10,"Clifford Street, Mayfair",4,12,8
Weekend,10,"Clifton Road, Maida Vale",45,22,-23
Weekend,10,"Clifton Street, Shoreditch",2,12,10
Weekend,10,"Clinton Road, Mile End",34,15,-19
Weekend,10,"Cloudesley Road, Angel",33,12,-21
Weekend,10,"Colet Gardens, Hammersmith",11,4,-7
Weekend,10,"Collingham Gardens, Earl's Court",49,12,-37
Weekend,10,"Colombo Street, Southwark",12,10,-2
Weekend,10,"Columbia Road, Shoreditch",40,47,7
Weekend,10,"Commercial Street, Shoreditch",21,25,4
Weekend,10,"Concert Hall Approach, South Bank",5,13,8
Weekend,10,"Coomer Place, West Kensington",51,60,9
Weekend,10,"Copper Box Arena, Queen Elizabeth Olympic Park",27,33,6
Weekend,10,"Coram Street, Bloomsbury",27,30,3
Weekend,10,"Cotton Garden Estate, Kennington",34,14,-20
Weekend,10,"Courland Grove, Wandsworth Road",75,24,-51
Weekend,10,"Crabtree Lane, Fulham",30,18,-12
Weekend,10,"Cranmer Road, Stockwell",57,43,-14
Weekend,10,"Craven Street, Strand",22,77,55
Weekend,10,"Crawford Street, Marylebone",20,26,6
Weekend,10,"Crimscott Street, Bermondsey",57,26,-31
Weekend,10,"Crinan Street, King's Cross",12,5,-7
Weekend,10,"Crisp Road, Hammersmith",41,45,4
Weekend,10,"Cromer Street, Bloomsbury",45,17,-28
Weekend,10,"Crosswall, Tower",43,51,8
Weekend,10,"Culvert Road, Battersea",17,7,-10
Weekend,10,"Curlew Street, Shad Thames",73,42,-31
Weekend,10,"Curzon Street, Mayfair",10,19,9
Weekend,10,"Danvers Street, West Chelsea",18,19,1
Weekend,10,"De Vere Gardens, Kensington",40,55,15
Weekend,10,"Denyer Street, Knightsbridge",19,30,11
Weekend,10,"Derry Street, Kensington",49,75,26
Weekend,10,"Devons Road, Bow",49,11,-38
Weekend,10,"Devonshire Terrace, Bayswater",64,32,-32
Weekend,10,"Dickens Square, Borough",46,26,-20
Weekend,10,"Disraeli Road, Putney",13,9,-4
Weekend,10,"Dock Street, Wapping",58,42,-16
Weekend,10,"Doddington Grove, Kennington",60,31,-29
Weekend,10,"Doric Way , Somers Town",28,39,11
Weekend,10,"Dorothy Road, Clapham Junction",26,21,-5
Weekend,10,"Dorset Square, Marylebone",31,40,9
Weekend,10,"Drayton Gardens, West Chelsea",46,29,-17
Weekend,10,"Driffield Road, Old Ford",47,26,-21
Weekend,10,"Drummond Street , Euston",11,10,-1
Weekend,10,"Drury Lane, Covent Garden",24,122,98
Weekend,10,"Duke Street Hill, London Bridge",51,70,19
Weekend,10,"Dunston Road , Haggerston",35,32,-3
Weekend,10,"Durant Street, Bethnal Green",39,37,-2
Weekend,10,"Eagle Wharf Road, Hoxton",126,39,-87
Weekend,10,"East Ferry Road, Cubitt Town",6,9,3
Weekend,10,"East India DLR, Blackwall",45,19,-26
Weekend,10,"East Road, Hoxton",45,35,-10
Weekend,10,"East Village, Queen Elizabeth Olympic Park",45,33,-12
Weekend,10,"Eastbourne Mews, Paddington",71,31,-40
Weekend,10,"Eaton Square (South), Belgravia",19,13,-6
Weekend,10,"Eaton Square, Belgravia",5,11,6
Weekend,10,"Ebury Bridge, Pimlico",33,25,-8
Weekend,10,"Eccleston Place, Victoria",30,34,4
Weekend,10,"Eel Brook Common, Walham Green",17,15,-2
Weekend,10,"Elgin Avenue, Maida Hill",50,27,-23
